Const,Your Rating,Date Rated,Title,URL,Title Type,IMDb Rating,Runtime (mins),Year,Genres,Num Votes,Release Date,Directors
tt0050706,8,2003-01-17,Mon oncle,https://www.imdb.com/title/tt0050706/,movie,7.8,116,1958,Comedy,17735,1958-05-09,Jacques Tati
tt0050714,5,2009-01-29,Les mistons,https://www.imdb.com/title/tt0050714/,short,7.2,18,1957,"Short, Comedy",3021,1957-11-30,François Truffaut
tt0050766,6,2004-02-10,Night of the Demon,https://www.imdb.com/title/tt0050766/,movie,7.5,95,1957,"Fantasy, Horror, Mystery, Thriller",11392,1957-11-09,Jacques Tourneur
tt0050976,9,2000-08-13,Det sjunde inseglet,https://www.imdb.com/title/tt0050976/,movie,8.2,96,1957,"Drama, Fantasy",154316,1957-02-16,Ingmar Bergman
tt0050986,6,2009-08-11,Smultronstället,https://www.imdb.com/title/tt0050986/,movie,8.2,91,1957,"Drama, Romance",89985,1957-12-26,Ingmar Bergman
tt5104604,7,2018-05-26,Isle of Dogs,https://www.imdb.com/title/tt5104604/,movie,7.9,101,2018,"Animation, Adventure, Comedy, Drama, Fantasy, Sci-Fi",126910,2018-02-15,Wes Anderson
tt0051378,6,2007-12-09,Ascenseur pour l'échafaud,https://www.imdb.com/title/tt0051378/,movie,8.0,91,1958,"Crime, Drama, Thriller",20289,1958-01-29,Louis Malle
tt0052077,1,2001-01-26,Plan 9 from Outer Space,https://www.imdb.com/title/tt0052077/,movie,4.0,79,1959,"Horror, Sci-Fi",34918,1959-07-22,Edward D. Wood Jr.
tt0052357,8,2002-12-22,Vertigo,https://www.imdb.com/title/tt0052357/,movie,8.3,128,1958,"Mystery, Romance, Thriller",342093,1958-05-09,Alfred Hitchcock
tt5247022,7,2017-05-26,Paterson,https://www.imdb.com/title/tt5247022/,movie,7.4,118,2016,"Comedy, Drama, Romance",63580,2016-05-16,Jim Jarmusch
tt5275828,7,2017-01-16,Lo and Behold: Reveries of the Connected World,https://www.imdb.com/title/tt5275828/,movie,7.0,98,2016,Documentary,11476,2016-01-23,Werner Herzog
tt0052893,8,2007-02-05,Hiroshima mon amour,https://www.imdb.com/title/tt0052893/,movie,7.9,90,1959,"Drama, Romance",26558,1959-05-08,Alain Resnais
tt0053198,7,2008-07-06,Les quatre cents coups,https://www.imdb.com/title/tt0053198/,movie,8.1,99,1959,"Crime, Drama",98660,1959-05-04,François Truffaut
tt0053285,4,2003-12-15,Sleeping Beauty,https://www.imdb.com/title/tt0053285/,movie,7.2,75,1959,"Animation, Family, Fantasy, Musical, Romance",129724,1959-01-29,"Les Clark, Wolfgang Reitherman, Clyde Geronimi, Hamilton Luske"
tt0053472,9,2007-09-28,À bout de souffle,https://www.imdb.com/title/tt0053472/,movie,7.9,90,1960,"Crime, Drama",69065,1960-03-16,Jean-Luc Godard
tt0053619,8,2008-07-06,L'avventura,https://www.imdb.com/title/tt0053619/,movie,7.9,144,1960,"Drama, Mystery",24716,1960-05-15,Michelangelo Antonioni
tt0054130,4,2008-07-06,La notte,https://www.imdb.com/title/tt0054130/,movie,8.1,122,1961,Drama,16741,1961-01-24,Michelangelo Antonioni
tt0054189,7,2013-01-11,Plein soleil,https://www.imdb.com/title/tt0054189/,movie,7.8,118,1960,"Crime, Drama, Thriller",12834,1960-03-10,René Clément
tt0054215,9,2010-09-19,Psycho,https://www.imdb.com/title/tt0054215/,movie,8.5,109,1960,"Horror, Mystery, Thriller",571832,1960-06-16,Alfred Hitchcock
tt0054357,8,2014-03-13,Swiss Family Robinson,https://www.imdb.com/title/tt0054357/,movie,7.2,126,1960,"Adventure, Family",13347,1960-12-10,Ken Annakin
tt0054389,6,2008-07-06,Tirez sur le pianiste,https://www.imdb.com/title/tt0054389/,movie,7.5,81,1960,"Crime, Drama, Thriller",16496,1960-10-21,François Truffaut
tt0054632,5,2008-10-06,L'année dernière à Marienbad,https://www.imdb.com/title/tt0054632/,movie,7.8,94,1961,"Drama, Mystery",19264,1961-08-29,Alain Resnais
tt0054949,6,2004-03-28,La guerre des boutons,https://www.imdb.com/title/tt0054949/,movie,7.4,90,1962,"Comedy, Family",2291,1962-04-18,Yves Robert
tt0054997,7,2009-11-09,The Hustler,https://www.imdb.com/title/tt0054997/,movie,8.0,134,1961,"Drama, Sport",72942,1961-09-24,Robert Rossen
tt0055032,8,2000-09-11,Jules et Jim,https://www.imdb.com/title/tt0055032/,movie,7.8,105,1962,"Drama, Romance",35509,1962-01-23,François Truffaut
tt0055572,7,2009-09-18,Une femme est une femme,https://www.imdb.com/title/tt0055572/,movie,7.5,85,1961,"Comedy, Drama, Romance",14449,1961-06-30,Jean-Luc Godard
tt0055852,9,2002-12-01,Cléo de 5 à 7,https://www.imdb.com/title/tt0055852/,movie,8.0,90,1962,"Comedy, Drama, Music",14584,1962-04-11,Agnès Varda
tt0055928,6,2011-01-31,Dr. No,https://www.imdb.com/title/tt0055928/,movie,7.3,110,1962,"Action, Adventure, Thriller",141635,1962-10-05,Terence Young
tt0056119,7,2002-11-28,La jetée,https://www.imdb.com/title/tt0056119/,short,8.3,28,1962,"Short, Drama, Romance, Sci-Fi",27973,1962-02-16,Chris Marker
tt0056172,8,2002-04-02,Lawrence of Arabia,https://www.imdb.com/title/tt0056172/,movie,8.3,228,1962,"Adventure, Biography, Drama, History, War",255767,1962-12-10,David Lean
tt0056193,7,2002-11-11,Lolita,https://www.imdb.com/title/tt0056193/,movie,7.6,153,1962,"Crime, Drama, Romance",88300,1962-06-13,Stanley Kubrick
tt0056215,6,2003-04-29,Mamma Roma,https://www.imdb.com/title/tt0056215/,movie,7.8,106,1962,Drama,7842,1962-08-31,Pier Paolo Pasolini
tt0056217,7,2004-04-05,The Man Who Shot Liberty Valance,https://www.imdb.com/title/tt0056217/,movie,8.1,123,1962,"Drama, Western",65800,1962-04-13,John Ford
tt0056291,8,2009-05-05,Nóz w wodzie,https://www.imdb.com/title/tt0056291/,movie,7.5,94,1962,"Drama, Thriller",18955,1962-03-09,Roman Polanski
tt0056444,7,2008-12-21,Sanma no aji,https://www.imdb.com/title/tt0056444/,movie,8.1,113,1962,Drama,7341,1962-11-18,Yasujirô Ozu
tt0056736,9,2010-04-02,L'eclisse,https://www.imdb.com/title/tt0056736/,movie,7.9,126,1962,"Drama, Romance",16219,1962-04-12,Michelangelo Antonioni
tt0056869,8,2001-04-12,The Birds,https://www.imdb.com/title/tt0056869/,movie,7.7,119,1963,"Drama, Horror, Mystery, Romance",163374,1963-03-28,Alfred Hitchcock
tt0056884,8,2009-12-09,La boulangère de Monceau,https://www.imdb.com/title/tt0056884/,short,7.4,23,1963,"Short, Romance",3421,1963-12-31,Éric Rohmer
tt5688932,5,2019-05-18,Sorry to Bother You,https://www.imdb.com/title/tt5688932/,movie,6.9,112,2018,"Comedy, Fantasy, Sci-Fi",53548,2018-01-20,Boots Riley
tt0056910,6,2010-01-30,La carrière de Suzanne,https://www.imdb.com/title/tt0056910/,movie,7.1,54,1963,"Drama, Romance",2692,1963-12-31,Éric Rohmer
tt0057012,7,2001-07-09,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,https://www.imdb.com/title/tt0057012/,movie,8.4,95,1964,Comedy,433420,1964-01-29,Stanley Kubrick
tt0057076,7,2011-02-07,From Russia with Love,https://www.imdb.com/title/tt0057076/,movie,7.4,115,1963,"Action, Adventure, Thriller",112725,1963-10-10,Terence Young
tt0057261,7,2009-04-20,Lord of the Flies,https://www.imdb.com/title/tt0057261/,movie,6.9,92,1963,"Adventure, Drama, Thriller",16782,1963-05-12,Peter Brook
tt0057345,7,2008-09-05,Le mépris,https://www.imdb.com/title/tt0057345/,movie,7.6,103,1963,"Drama, Romance",26708,1963-10-29,Jean-Luc Godard
tt0057413,7,2004-02-14,The Pink Panther,https://www.imdb.com/title/tt0057413/,movie,7.1,115,1963,"Comedy, Crime, Romance",46536,1963-12-18,Blake Edwards
tt0057422,7,2001-06-11,Pouic-Pouic,https://www.imdb.com/title/tt0057422/,movie,6.5,86,1963,Comedy,1394,1963-11-20,Jean Girault
tt0057495,8,2003-09-28,Shock Corridor,https://www.imdb.com/title/tt0057495/,movie,7.4,101,1963,"Drama, Mystery",10386,1963-09-11,Samuel Fuller
tt0057591,8,2002-10-01,Les tontons flingueurs,https://www.imdb.com/title/tt0057591/,movie,7.9,105,1963,"Action, Comedy, Crime, Family",5117,1963-10-04,Georges Lautner
tt0057870,7,2002-11-11,Les Barbouzes,https://www.imdb.com/title/tt0057870/,movie,7.0,109,1964,"Action, Adventure, Comedy, Family, Thriller",1628,1964-12-10,Georges Lautner
tt0057967,8,2002-07-05,Le corniaud,https://www.imdb.com/title/tt0057967/,movie,7.4,111,1965,"Adventure, Comedy, Crime",5926,1965-03-24,Gérard Oury
tt0058003,8,2008-07-06,Il deserto rosso,https://www.imdb.com/title/tt0058003/,movie,7.6,117,1964,Drama,12926,1964-09-07,Michelangelo Antonioni
tt0058135,6,2020-03-21,Le gendarme de Saint-Tropez,https://www.imdb.com/title/tt0058135/,movie,7.2,90,1964,"Adventure, Comedy, Crime",10576,1964-09-09,Jean Girault
tt0058150,7,2011-02-25,Goldfinger,https://www.imdb.com/title/tt0058150/,movie,7.7,110,1964,"Action, Adventure, Thriller",166056,1964-09-17,Guy Hamilton
tt0058249,8,2003-06-10,Le journal d'une femme de chambre,https://www.imdb.com/title/tt0058249/,movie,7.5,97,1964,"Crime, Drama",7846,1964-03-04,Luis Buñuel
tt5834204,7,2019-04-25,The Handmaid's Tale,https://www.imdb.com/title/tt5834204/,tvSeries,8.5,60,2017,"Drama, Sci-Fi, Thriller",151645,2017-04-24,
tt0058461,9,2000-02-13,Per un pugno di dollari,https://www.imdb.com/title/tt0058461/,movie,8.0,99,1964,"Action, Drama, Western",187734,1964-09-12,Sergio Leone
tt0058586,8,2004-02-22,A Shot in the Dark,https://www.imdb.com/title/tt0058586/,movie,7.5,102,1964,"Comedy, Mystery",24630,1964-06-23,Blake Edwards
tt0058715,8,2004-03-11,Il vangelo secondo Matteo,https://www.imdb.com/title/tt0058715/,movie,7.8,137,1964,"Biography, Drama, History",10231,1964-09-04,Pier Paolo Pasolini
tt0058946,8,2013-11-16,La battaglia di Algeri,https://www.imdb.com/title/tt0058946/,movie,8.1,121,1966,"Drama, War",49666,1966-08-31,Gillo Pontecorvo
tt0059079,7,2005-11-07,Da zui xia,https://www.imdb.com/title/tt0059079/,movie,6.9,91,1966,"Action, Crime",3507,1966-04-07,King Hu
tt0059084,8,2003-12-13,Darling,https://www.imdb.com/title/tt0059084/,movie,7.1,128,1965,"Drama, Romance",5764,1965-07-15,John Schlesinger
tt0059168,6,2001-06-11,Fantômas se déchaîne,https://www.imdb.com/title/tt0059168/,movie,6.9,94,1965,"Adventure, Comedy, Crime, Fantasy",6044,1965-12-08,"André Hunebelle, Haroun Tazieff"
tt0059578,8,2003-03-29,Per qualche dollaro in più,https://www.imdb.com/title/tt0059578/,movie,8.3,132,1965,Western,220195,1965-12-18,Sergio Leone
tt0059800,3,2011-03-28,Thunderball,https://www.imdb.com/title/tt0059800/,movie,7.0,130,1965,"Action, Adventure, Thriller",100915,1965-12-09,Terence Young
tt6015328,4,2017-11-05,Chui lung,https://www.imdb.com/title/tt6015328/,movie,6.8,128,2017,"Action, Biography, Crime, History",3267,2017-09-28,"Jing Wong, Jason Kwan, Aman Chang"
tt0060196,8,2003-04-01,"Il buono, il brutto, il cattivo",https://www.imdb.com/title/tt0060196/,movie,8.8,161,1966,Western,658681,1966-12-23,Sergio Leone
tt0060390,7,2002-12-10,Fahrenheit 451,https://www.imdb.com/title/tt0060390/,movie,7.2,112,1966,"Drama, Sci-Fi",39775,1966-09-07,François Truffaut
tt0060400,7,2001-06-11,Fantômas contre Scotland Yard,https://www.imdb.com/title/tt0060400/,movie,6.8,104,1967,"Adventure, Comedy, Crime, Fantasy",5801,1967-03-16,André Hunebelle
tt0060450,6,2001-06-11,Le gendarme à New York,https://www.imdb.com/title/tt0060450/,movie,6.5,102,1965,"Adventure, Comedy, Crime",6523,1965-10-29,Jean Girault
tt0060474,9,2001-05-17,La grande vadrouille,https://www.imdb.com/title/tt0060474/,movie,8.0,132,1966,"Adventure, Comedy, War",15147,1966-12-08,Gérard Oury
tt0061132,7,2003-04-29,Uccellacci e uccellini,https://www.imdb.com/title/tt0061132/,movie,7.3,89,1966,"Comedy, Drama, Fantasy",3983,1966-05-04,Pier Paolo Pasolini
tt0061177,6,2004-03-03,"What's Up, Tiger Lily?",https://www.imdb.com/title/tt0061177/,movie,5.9,80,1966,"Adventure, Comedy, Crime, Thriller",8870,1966-11-02,"Woody Allen, Senkichi Taniguchi"
tt0061418,6,2001-10-11,Bonnie and Clyde,https://www.imdb.com/title/tt0061418/,movie,7.8,111,1967,"Action, Biography, Crime, Drama",98455,1967-08-04,Arthur Penn
tt0061495,7,2010-10-02,La collectionneuse,https://www.imdb.com/title/tt0061495/,movie,7.5,89,1967,"Comedy, Drama, Romance",5778,1967-03-02,Éric Rohmer
tt0061524,8,2003-10-08,Cours du soir,https://www.imdb.com/title/tt0061524/,short,6.4,30,1967,"Short, Comedy",936,1967-12-31,Nicolas Ribowski
tt0061728,5,2007-11-26,Le grand restaurant,https://www.imdb.com/title/tt0061728/,movie,6.8,85,1966,"Action, Comedy",4789,1966-09-09,Jacques Besnard
tt0061882,8,2003-07-11,Koroshi no rakuin,https://www.imdb.com/title/tt0061882/,movie,7.4,91,1967,"Action, Crime, Drama, Thriller",7448,1967-06-15,Seijun Suzuki
tt0062083,8,2001-06-11,Oscar,https://www.imdb.com/title/tt0062083/,movie,7.5,85,1967,Comedy,5645,1967-07-13,Édouard Molinaro
tt0062120,6,2001-06-11,Le petit baigneur,https://www.imdb.com/title/tt0062120/,movie,6.6,96,1968,Comedy,3412,1968-03-22,Robert Dhéry
tt0062136,9,2003-10-08,Playtime,https://www.imdb.com/title/tt0062136/,movie,7.9,155,1967,Comedy,17959,1967-12-16,Jacques Tati
tt0062141,7,2006-08-23,Poor Cow,https://www.imdb.com/title/tt0062141/,movie,6.8,101,1967,Drama,1226,1967-12-07,Ken Loach
tt0062185,3,2001-06-11,Reflections in a Golden Eye,https://www.imdb.com/title/tt0062185/,movie,6.8,108,1967,"Drama, Romance, Thriller",6043,1967-10-11,John Huston
tt0062262,7,2008-11-20,The Shooting,https://www.imdb.com/title/tt0062262/,movie,6.6,82,1966,Western,4188,1966-06-02,Monte Hellman
tt0062512,4,2011-04-12,You Only Live Twice,https://www.imdb.com/title/tt0062512/,movie,6.9,117,1967,"Action, Adventure, Thriller",93387,1967-06-12,Lewis Gilbert
tt0062622,9,2001-05-23,2001: A Space Odyssey,https://www.imdb.com/title/tt0062622/,movie,8.3,149,1968,"Adventure, Sci-Fi",574857,1968-04-02,Stanley Kubrick
tt0062695,8,2009-09-16,Baisers volés,https://www.imdb.com/title/tt0062695/,movie,7.7,91,1968,"Comedy, Drama, Romance",11299,1968-08-14,François Truffaut
tt0062979,8,2003-08-19,Flesh,https://www.imdb.com/title/tt0062979/,movie,5.8,89,1968,Drama,2201,1968-09-26,Paul Morrissey
tt0063005,7,2001-06-11,Le gendarme se marie,https://www.imdb.com/title/tt0063005/,movie,6.8,92,1968,"Adventure, Comedy, Romance",6712,1968-10-30,Jean Girault
tt0063218,7,2009-07-16,Lebenszeichen,https://www.imdb.com/title/tt0063218/,movie,7.2,91,1968,Drama,1831,1968-06-30,Werner Herzog
tt0063674,6,2002-10-18,Le tatoué,https://www.imdb.com/title/tt0063674/,movie,6.6,90,1968,Comedy,2623,1968-09-18,Denys de La Patellière
tt0064040,8,2010-11-28,L'armée des ombres,https://www.imdb.com/title/tt0064040/,movie,8.2,145,1969,"Drama, War",19492,1969-09-12,Jean-Pierre Melville
tt0064116,9,2007-11-10,C'era una volta il West,https://www.imdb.com/title/tt0064116/,movie,8.5,165,1968,Western,288096,1968-12-20,Sergio Leone
tt0064118,7,2004-02-07,La caduta degli dei (Götterdämmerung),https://www.imdb.com/title/tt0064118/,movie,7.6,156,1969,"Drama, War",7084,1969-10-02,Luchino Visconti
tt0064276,7,2000-07-20,Easy Rider,https://www.imdb.com/title/tt0064276/,movie,7.3,95,1969,"Adventure, Drama",95468,1969-05-12,Dennis Hopper
tt0064425,6,2001-06-11,Hibernatus,https://www.imdb.com/title/tt0064425/,movie,6.7,82,1969,"Comedy, Fantasy, Sci-Fi",4959,1969-09-10,Édouard Molinaro
tt0064612,8,2010-06-17,Ma nuit chez Maud,https://www.imdb.com/title/tt0064612/,movie,8.0,110,1969,"Comedy, Drama, Romance",9765,1969-05-15,Éric Rohmer
tt0064665,7,2003-08-27,Midnight Cowboy,https://www.imdb.com/title/tt0064665/,movie,7.8,113,1969,Drama,96328,1969-05-25,John Schlesinger
tt0064757,8,2016-08-28,On Her Majesty's Secret Service,https://www.imdb.com/title/tt0064757/,movie,6.7,142,1969,"Action, Adventure, Thriller",76541,1969-12-13,Peter R. Hunt
tt0065214,5,2012-03-03,The Wild Bunch,https://www.imdb.com/title/tt0065214/,movie,7.9,135,1969,"Action, Adventure, Western",74825,1969-05-01,Sam Peckinpah
tt0065436,8,2007-09-06,Auch Zwerge haben klein angefangen,https://www.imdb.com/title/tt0065436/,movie,6.9,96,1970,"Comedy, Drama",5171,1970-05-31,Werner Herzog
tt0065486,8,2001-06-18,Borsalino,https://www.imdb.com/title/tt0065486/,movie,7.0,125,1970,"Crime, Drama",3253,1970-05-20,Jacques Deray
tt0065531,8,2007-12-09,Le cercle rouge,https://www.imdb.com/title/tt0065531/,movie,8.0,140,1970,"Crime, Drama, Thriller",20702,1970-10-20,Jean-Pierre Melville
tt6553872,7,2017-03-29,Marcus Miller Tutu Revisited,https://www.imdb.com/title/tt6553872/,video,,,2009,Music,,2009-12-22,Patrick Savey
tt0065651,8,2009-10-14,Domicile conjugal,https://www.imdb.com/title/tt0065651/,movie,7.5,100,1970,"Comedy, Drama",7645,1970-09-01,François Truffaut
tt0065769,8,2001-06-11,Le gendarme en balade,https://www.imdb.com/title/tt0065769/,movie,6.5,100,1970,"Adventure, Comedy, Crime",5681,1970-10-28,Jean Girault
tt0065772,8,2011-05-08,Le genou de Claire,https://www.imdb.com/title/tt0065772/,movie,7.7,105,1970,"Drama, Romance",8108,1970-12-11,Éric Rohmer
tt0065848,7,2000-08-13,L'homme orchestre,https://www.imdb.com/title/tt0065848/,movie,6.4,85,1970,"Comedy, Musical",2575,1970-09-18,Serge Korber
tt0066423,6,2001-06-11,Sur un arbre perché,https://www.imdb.com/title/tt0066423/,movie,6.3,90,1971,Comedy,2626,1971-04-14,Serge Korber
tt0066482,8,2003-08-20,Trash,https://www.imdb.com/title/tt0066482/,movie,6.2,110,1970,Drama,2530,1970-10-05,Paul Morrissey
tt0066921,3,2000-05-15,A Clockwork Orange,https://www.imdb.com/title/tt0066921/,movie,8.3,136,1971,"Crime, Drama, Sci-Fi",726714,1971-12-19,Stanley Kubrick
tt0066989,8,2000-09-25,Les deux Anglaises et le continent,https://www.imdb.com/title/tt0066989/,movie,7.4,130,1971,"Romance, Drama",4559,1971-11-18,François Truffaut
tt0066995,5,2017-01-13,Diamonds Are Forever,https://www.imdb.com/title/tt0066995/,movie,6.6,120,1971,"Action, Adventure, Thriller",91408,1971-12-14,Guy Hamilton
tt0066999,6,2002-10-28,Dirty Harry,https://www.imdb.com/title/tt0066999/,movie,7.7,102,1971,"Action, Crime, Thriller",138052,1971-12-21,Don Siegel
tt0067077,5,2008-08-17,Fabryka,https://www.imdb.com/title/tt0067077/,short,6.0,17,1971,"Documentary, Short",391,1971-06-30,Krzysztof Kieslowski
tt0067108,8,2001-06-11,La folie des grandeurs,https://www.imdb.com/title/tt0067108/,movie,7.3,108,1971,"Adventure, Comedy, History",6135,1971-12-08,Gérard Oury
tt0067227,1,2000-08-13,Händler der vier Jahreszeiten,https://www.imdb.com/title/tt0067227/,movie,7.4,88,1972,Drama,4055,1972-02-10,Rainer Werner Fassbinder
tt0067274,8,2001-06-11,Jo,https://www.imdb.com/title/tt0067274/,movie,7.2,85,1971,Comedy,2604,1971-09-01,Jean Girault
tt0067277,8,2007-09-28,Johnny Got His Gun,https://www.imdb.com/title/tt0067277/,movie,7.9,111,1971,"Drama, War",14952,1971-05-14,Dalton Trumbo
tt0067385,7,2008-02-06,Les malheurs d'Alfred,https://www.imdb.com/title/tt0067385/,movie,6.1,98,1972,"Comedy, Romance, Sport",660,1972-03-08,Pierre Richard
tt6751668,8,2019-08-22,Gisaengchung,https://www.imdb.com/title/tt6751668/,movie,8.6,132,2019,"Comedy, Drama, Thriller",381190,2019-05-21,Bong Joon Ho
tt0067893,9,2008-04-11,Two-Lane Blacktop,https://www.imdb.com/title/tt0067893/,movie,7.2,102,1971,Drama,10766,1971-07-07,Monte Hellman
tt0067961,8,2007-05-28,Wanda,https://www.imdb.com/title/tt0067961/,movie,7.1,102,1970,"Crime, Drama",2920,1970-08-21,Barbara Loden
tt0068182,7,2009-07-04,"Aguirre, der Zorn Gottes",https://www.imdb.com/title/tt0068182/,movie,7.9,95,1972,"Action, Adventure, Biography, Drama, History",49556,1972-12-29,Werner Herzog
tt0068205,8,2012-07-15,L'amour l'après-midi,https://www.imdb.com/title/tt0068205/,movie,7.7,97,1972,"Comedy, Drama, Romance",5921,1972-09-01,Éric Rohmer
tt0068441,8,2002-12-05,César et Rosalie,https://www.imdb.com/title/tt0068441/,movie,7.4,111,1972,"Drama, Romance",2376,1972-10-27,Claude Sautet
tt0068555,7,2000-09-13,Everything You Always Wanted to Know About Sex * But Were Afraid to Ask,https://www.imdb.com/title/tt0068555/,movie,6.8,88,1972,Comedy,37023,1972-08-06,Woody Allen
tt0068569,8,2006-08-23,Family Life,https://www.imdb.com/title/tt0068569/,movie,7.7,108,1971,Drama,1373,1971-11-17,Ken Loach
tt0068646,9,2016-01-30,The Godfather,https://www.imdb.com/title/tt0068646/,movie,9.2,175,1972,"Crime, Drama",1535003,1972-03-14,Francis Ford Coppola
tt0068688,8,2003-09-12,Heat,https://www.imdb.com/title/tt0068688/,movie,6.2,102,1972,"Comedy, Drama, Romance",1635,1972-10-05,Paul Morrissey
tt0068744,7,2004-04-26,Ai nu,https://www.imdb.com/title/tt0068744/,movie,7.1,97,1972,"Action, Drama",604,1972-07-09,Yuen Chor
tt0069089,6,2011-11-20,Pink Flamingos,https://www.imdb.com/title/tt0069089/,movie,6.1,93,1972,"Comedy, Crime",21075,1972-03-17,John Waters
tt0069400,3,2015-03-16,Trafic,https://www.imdb.com/title/tt0069400/,movie,7.1,96,1971,Comedy,5430,1971-04-16,Jacques Tati
tt0069747,8,2001-06-11,Les aventures de Rabbi Jacob,https://www.imdb.com/title/tt0069747/,movie,7.4,100,1973,"Adventure, Comedy, Crime",11438,1973-10-18,Gérard Oury
tt0069762,7,2002-10-28,Badlands,https://www.imdb.com/title/tt0069762/,movie,7.8,94,1973,"Crime, Drama",62242,1973-10-13,Terrence Malick
tt0070047,8,2001-08-07,The Exorcist,https://www.imdb.com/title/tt0070047/,movie,8.0,122,1973,Horror,348917,1973-12-26,William Friedkin
tt0070130,8,2008-03-21,La grande bouffe,https://www.imdb.com/title/tt0070130/,movie,7.2,130,1973,"Comedy, Drama",11297,1973-05-21,Marco Ferreri
tt0070328,4,2017-06-27,Live and Let Die,https://www.imdb.com/title/tt0070328/,movie,6.8,121,1973,"Action, Adventure, Thriller",92528,1973-06-27,Guy Hamilton
tt0070356,6,2000-09-22,Mais où est donc passée la 7ème compagnie,https://www.imdb.com/title/tt0070356/,movie,6.9,95,1973,"War, Action, Comedy",1751,1973-12-13,Robert Lamoureux
tt0070379,8,2000-04-12,Mean Streets,https://www.imdb.com/title/tt0070379/,movie,7.3,112,1973,"Crime, Drama, Thriller",93721,1973-10-02,Martin Scorsese
tt7040874,5,2019-12-26,A Simple Favor,https://www.imdb.com/title/tt7040874/,movie,6.8,117,2018,"Comedy, Crime, Drama, Mystery, Thriller",111543,2018-09-10,Paul Feig
tt0070460,7,2008-07-08,La nuit américaine,https://www.imdb.com/title/tt0070460/,movie,8.0,116,1973,"Comedy, Drama, Romance",19090,1973-05-15,François Truffaut
tt0070511,8,2004-03-28,Papillon,https://www.imdb.com/title/tt0070511/,movie,8.0,151,1973,"Biography, Crime, Drama",117436,1973-12-16,Franklin J. Schaffner
tt0070544,8,2004-11-08,La planète sauvage,https://www.imdb.com/title/tt0070544/,movie,7.8,72,1973,"Animation, Sci-Fi",22607,1973-05-11,René Laloux
tt0070644,9,2014-09-03,Scener ur ett äktenskap,https://www.imdb.com/title/tt0070644/,tvMiniSeries,8.4,283,1973,Drama,14290,1973-04-11,
tt0070707,7,2005-10-17,Sleeper,https://www.imdb.com/title/tt0070707/,movie,7.2,89,1973,"Comedy, Sci-Fi",38742,1973-12-17,Woody Allen
tt0070735,7,2001-04-22,The Sting,https://www.imdb.com/title/tt0070735/,movie,8.3,129,1973,"Comedy, Crime, Drama",231667,1973-12-25,George Roy Hill
tt0070849,7,2003-12-17,Ultimo tango a Parigi,https://www.imdb.com/title/tt0070849/,movie,7.0,129,1972,"Drama, Romance",47545,1972-10-14,Bernardo Bertolucci
tt7137804,6,2019-01-30,Bias,https://www.imdb.com/title/tt7137804/,movie,7.0,88,2018,Documentary,13,2018-10-07,Robin Hauser
tt0071411,8,2002-11-18,Dersu Uzala,https://www.imdb.com/title/tt0071411/,movie,8.3,142,1975,"Adventure, Biography, Drama",22360,1975-07-31,Akira Kurosawa
tt0071483,9,2001-01-23,Falsche Bewegung,https://www.imdb.com/title/tt0071483/,movie,7.0,103,1975,Drama,2599,1975-03-14,Wim Wenders
tt0071562,8,2016-02-11,The Godfather: Part II,https://www.imdb.com/title/tt0071562/,movie,9.0,202,1974,"Crime, Drama",1074268,1974-12-12,Francis Ford Coppola
tt7156222,6,2019-08-05,Au poste!,https://www.imdb.com/title/tt7156222/,movie,6.7,73,2018,Comedy,2823,2018-07-04,Quentin Dupieux
tt0071691,7,2008-03-22,Jeder für sich und Gott gegen alle,https://www.imdb.com/title/tt0071691/,movie,7.8,110,1974,"Biography, Drama, History",15711,1974-11-01,Werner Herzog
tt0071807,6,2017-04-25,The Man with the Golden Gun,https://www.imdb.com/title/tt0071807/,movie,6.8,125,1974,"Action, Adventure, Thriller",91347,1974-12-14,Guy Hamilton
tt0071853,8,2000-08-13,Monty Python and the Holy Grail,https://www.imdb.com/title/tt0071853/,movie,8.2,91,1975,"Adventure, Comedy, Fantasy",483477,1975-03-14,"Terry Jones, Terry Gilliam"
tt0072053,8,2002-12-11,Que la fête commence...,https://www.imdb.com/title/tt0072053/,movie,7.1,114,1975,"Drama, History, War",1262,1975-03-26,Bertrand Tavernier
tt0072251,7,2018-07-20,The Taking of Pelham One Two Three,https://www.imdb.com/title/tt0072251/,movie,7.7,104,1974,"Action, Crime, Thriller",25109,1974-09-30,Joseph Sargent
tt0072353,7,2011-03-17,Les valseuses,https://www.imdb.com/title/tt0072353/,movie,7.3,150,1974,"Action, Comedy, Crime, Drama",7826,1974-03-20,Bertrand Blier
tt0072684,9,2003-11-29,Barry Lyndon,https://www.imdb.com/title/tt0072684/,movie,8.1,185,1975,"Adventure, Drama, History, War",141273,1975-12-11,Stanley Kubrick
tt0072884,5,2008-01-25,Le distrait,https://www.imdb.com/title/tt0072884/,movie,6.4,85,1970,Comedy,1202,1970-12-09,Pierre Richard
tt0073114,4,2000-10-04,L'histoire d'Adèle H.,https://www.imdb.com/title/tt0073114/,movie,7.3,96,1975,"Biography, Drama, History",6967,1975-09-19,François Truffaut
tt0073341,9,2004-02-02,The Man Who Would Be King,https://www.imdb.com/title/tt0073341/,movie,7.8,129,1975,"Adventure, History, War",42447,1975-11-27,John Huston
